Date_repor,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,School closures,Workplace Closures (OxBSG),Cancel public events (OxBSG),Restrictions on gatherings (OxBSG),Public information campaigns (OxBSG),Stay at home requirements (OxBSG),Close public transport (OxBSG),Restrictions on internal movement (OxBSG),International travel controls (OxBSG),Testing policy (OxBSG),Contact tracing (OxBSG),"Government Response Stringency Index ((0 to 100, 100 = strictest))"
19-05-20,China,WPRO,6,84500,0,4645,19-05-20,84063,9,4638,0,58.405,0.006,3.222,0,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,3,3,2,4,2,3,2,2,3,3,2,81.94
20-05-20,China,WPRO,5,84505,0,4645,20-05-20,84065,2,4638,0,58.406,0.001,3.222,0,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,3,3,2,4,2,3,2,2,3,3,2,81.94
21-05-20,China,WPRO,2,84507,0,4645,21-05-20,84067,2,4638,0,58.407,0.001,3.222,0,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,3,3,2,4,2,3,2,2,3,3,2,81.94
22-05-20,China,WPRO,13,84520,0,4645,22-05-20,84079,12,4638,0,58.416,0.008,3.222,0,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,3,3,2,4,2,3,2,2,3,3,2,81.94
23-05-20,China,WPRO,2,84522,0,4645,23-05-20,84081,2,4638,0,58.417,0.001,3.222,0,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,3,3,2,4,2,3,2,2,3,3,2,81.94
24-05-20,China,WPRO,3,84525,0,4645,24-05-20,84084,3,4638,0,58.419,0.002,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
25-05-20,China,WPRO,11,84536,0,4645,25-05-20,84095,11,4638,0,58.427,0.008,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
26-05-20,China,WPRO,7,84543,0,4645,26-05-20,84102,7,4638,0,58.432,0.005,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
27-05-20,China,WPRO,1,84544,0,4645,27-05-20,84103,1,4638,0,58.432,0.001,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
28-05-20,China,WPRO,3,84547,0,4645,28-05-20,84106,3,4638,0,58.434,0.002,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
29-05-20,China,WPRO,0,84547,0,4645,29-05-20,84106,0,4638,0,58.434,0,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
30-05-20,China,WPRO,18,84565,0,4645,30-05-20,84123,17,4638,0,58.446,0.012,3.222,0,,,,,,,,,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,,,,,,,,,,,,
