Date_repor,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,School closures,Workplace Closures (OxBSG),Cancel public events (OxBSG),Restrictions on gatherings (OxBSG),Public information campaigns (OxBSG),Stay at home requirements (OxBSG),Close public transport (OxBSG),Restrictions on internal movement (OxBSG),International travel controls (OxBSG),Testing policy (OxBSG),Contact tracing (OxBSG),"Government Response Stringency Index ((0 to 100, 100 = strictest))"
15-04-20,India,SEARO,1076,11439,38,377,16-04-20,12380,942,414,37,8.971,0.683,0.3,0.027,302956,28357,0.22,0.021,22578,0.016,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,3,2,4,2,3,2,2,4,3,2,100
16-04-20,India,SEARO,941,12380,37,414,17-04-20,13387,1007,437,23,9.701,0.73,0.317,0.017,335123,32167,0.243,0.023,24828,0.018,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,3,2,4,2,3,2,2,4,3,2,100
17-04-20,India,SEARO,1007,13387,23,437,18-04-20,14378,991,480,43,10.419,0.718,0.348,0.031,372123,37000,0.27,0.027,27536,0.02,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,3,2,4,2,3,2,2,4,3,2,100
18-04-20,India,SEARO,991,14378,43,480,19-04-20,15712,1334,507,27,11.385,0.967,0.367,0.02,401586,29463,0.291,0.021,29405,0.021,samples tested,100,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,3,2,4,2,3,2,2,4,3,2,100
19-04-20,India,SEARO,1334,15712,27,507,20-04-20,17265,1553,543,36,12.511,1.125,0.393,0.026,,,,,30650,0.022,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,3,2,4,2,3,2,2,4,3,2,100
20-04-20,India,SEARO,1553,17265,36,543,21-04-20,18600,1335,590,47,13.478,0.967,0.428,0.034,462621,,0.335,,31104,0.023,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
21-04-20,India,SEARO,1336,18601,47,590,22-04-20,19984,1384,640,50,14.481,1.003,0.464,0.036,,,,,29569,0.021,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
22-04-20,India,SEARO,1383,19984,50,640,23-04-20,21393,1409,681,41,15.502,1.021,0.493,0.03,500542,,0.363,,28227,0.02,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
23-04-20,India,SEARO,1409,21393,41,681,24-04-20,23077,1684,718,37,16.722,1.22,0.52,0.027,541789,41247,0.393,0.03,29524,0.021,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
24-04-20,India,SEARO,1684,23077,37,718,25-04-20,24506,1429,775,57,17.758,1.036,0.562,0.041,579957,38168,0.42,0.028,29691,0.022,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
25-04-20,India,SEARO,1429,24506,57,775,26-04-20,26496,1990,824,49,19.2,1.442,0.597,0.036,625309,45352,0.453,0.033,31960,0.023,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
26-04-20,India,SEARO,1990,26496,49,824,27-04-20,27892,1396,872,48,20.212,1.012,0.632,0.035,665819,40510,0.482,0.029,33388,0.024,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
27-04-20,India,SEARO,1396,27892,48,872,28-04-20,29435,1543,934,62,21.33,1.118,0.677,0.045,716733,50914,0.519,0.037,36302,0.026,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
28-04-20,India,SEARO,1543,29435,62,934,29-04-20,31332,1897,1007,73,22.704,1.375,0.73,0.053,770764,54031,0.559,0.039,41312,0.03,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
29-04-20,India,SEARO,1897,31332,73,1007,30-04-20,33050,1718,1074,67,23.949,1.245,0.778,0.049,830201,59437,0.602,0.043,47094,0.034,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
30-04-20,India,SEARO,1718,33050,67,1074,01-05-20,35043,1993,1147,73,25.393,1.444,0.831,0.053,902654,72453,0.654,0.053,51552,0.037,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
01-05-20,India,SEARO,1993,35043,73,1147,02-05-20,37336,2293,1218,71,27.055,1.662,0.883,0.051,976363,73709,0.708,0.053,56629,0.041,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
02-05-20,India,SEARO,2293,37336,71,1218,03-05-20,39980,2644,1301,83,28.971,1.916,0.943,0.06,1046450,70087,0.758,0.051,60163,0.044,samples tested,96.3,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
03-05-20,India,SEARO,2644,39980,83,1301,04-05-20,42533,2553,1373,72,30.821,1.85,0.995,0.052,1107233,60783,0.802,0.044,63059,0.046,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,3,2,2,4,3,2,96.3
04-05-20,India,SEARO,2553,42533,72,1373,05-05-20,46433,3900,1568,195,33.647,2.826,1.136,0.141,1191946,84713,0.864,0.061,67888,0.049,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
05-05-20,India,SEARO,3900,46433,195,1568,06-05-20,49391,2958,1694,126,35.79,2.143,1.228,0.091,1276781,84835,0.925,0.061,72288,0.052,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
06-05-20,India,SEARO,2958,49391,126,1694,07-05-20,52952,3561,1783,89,38.371,2.58,1.292,0.064,1357413,80632,0.984,0.058,75316,0.055,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
07-05-20,India,SEARO,3561,52952,89,1783,08-05-20,56342,3390,1886,103,40.827,2.457,1.367,0.075,1437788,80375,1.042,0.058,76448,0.055,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
08-05-20,India,SEARO,3390,56342,103,1886,09-05-20,59662,3320,1981,95,43.233,2.406,1.436,0.069,1523213,85425,1.104,0.062,78121,0.057,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
09-05-20,India,SEARO,3320,59662,95,1981,10-05-20,62939,3277,2109,128,45.608,2.375,1.528,0.093,1609037,85824,1.166,0.062,80370,0.058,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
10-05-20,India,SEARO,3277,62939,128,2109,11-05-20,67152,4213,2206,97,48.661,3.053,1.599,0.07,1673688,64651,1.213,0.047,80922,0.059,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
11-05-20,India,SEARO,4213,67152,97,2206,12-05-20,70756,3604,2293,87,51.272,2.612,1.662,0.063,1759579,85891,1.275,0.062,81090,0.059,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
12-05-20,India,SEARO,3604,70756,87,2293,13-05-20,74281,3525,2415,122,53.827,2.554,1.75,0.088,1854250,94671,1.344,0.069,82496,0.06,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
13-05-20,India,SEARO,3525,74281,122,2415,14-05-20,78003,3722,2549,134,56.524,2.697,1.847,0.097,1947041,92791,1.411,0.067,84233,0.061,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
14-05-20,India,SEARO,3722,78003,134,2549,15-05-20,81970,3967,2649,100,59.398,2.875,1.92,0.072,2039952,92911,1.478,0.067,86023,0.062,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
15-05-20,India,SEARO,3967,81970,100,2649,16-05-20,85940,3970,2752,103,62.275,2.877,1.994,0.075,2134277,94325,1.547,0.068,87295,0.063,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
16-05-20,India,SEARO,3970,85940,103,2752,17-05-20,90927,4987,2872,120,65.889,3.614,2.081,0.087,2227642,93365,1.614,0.068,88372,0.064,samples tested,81.94,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
17-05-20,India,SEARO,4987,90927,120,2872,18-05-20,96169,5242,3029,157,69.687,3.799,2.195,0.114,2302792,75150,1.669,0.054,89872,0.065,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,4,3,2,81.94
18-05-20,India,SEARO,5242,96169,157,3029,19-05-20,101139,4970,3163,134,73.289,3.601,2.292,0.097,2404267,101475,1.742,0.074,92098,0.067,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
19-05-20,India,SEARO,4970,101139,134,3163,20-05-20,106750,5611,3303,140,77.355,4.066,2.393,0.101,2512388,108121,1.821,0.078,94020,0.068,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
20-05-20,India,SEARO,5611,106750,140,3303,21-05-20,112359,5609,3435,132,81.419,4.064,2.489,0.096,2615920,103532,1.896,0.075,95554,0.069,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
21-05-20,India,SEARO,5609,112359,132,3435,22-05-20,118447,6088,3583,148,85.831,4.412,2.596,0.107,2719434,103514,1.971,0.075,97069,0.07,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
22-05-20,India,SEARO,6088,118447,148,3583,23-05-20,125101,6654,3720,137,90.653,4.822,2.696,0.099,2834798,115364,2.054,0.084,100074,0.073,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
23-05-20,India,SEARO,6654,125101,137,3720,24-05-20,131868,6767,3867,147,95.556,4.904,2.802,0.107,2943421,108623,2.133,0.079,102254,0.074,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
24-05-20,India,SEARO,6767,131868,147,3867,25-05-20,138845,6977,4021,154,100.612,5.056,2.914,0.112,3033591,90170,2.198,0.065,104400,0.076,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
25-05-20,India,SEARO,6977,138845,154,4021,26-05-20,145380,6535,4167,146,105.347,4.735,3.02,0.106,3126119,92528,2.265,0.067,103122,0.075,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
26-05-20,India,SEARO,6535,145380,146,4167,27-05-20,151767,6387,4337,170,109.976,4.628,3.143,0.123,3242160,116041,2.349,0.084,104253,0.076,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
27-05-20,India,SEARO,6387,151767,170,4337,28-05-20,158333,6566,4531,194,114.734,4.758,3.283,0.141,3362136,119976,2.436,0.087,106602,0.077,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
28-05-20,India,SEARO,6566,158333,194,4531,29-05-20,165799,7466,4706,175,120.144,5.41,3.41,0.127,,,,,,,,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
29-05-20,India,SEARO,7466,165799,175,4706,30-05-20,173763,7964,4971,265,125.915,5.771,3.602,0.192,,,,,,,,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,3,2,2,4,2,2,2,2,3,3,2,79.17
30-05-20,India,SEARO,0,165799,0,4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
