Date_repor,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,School closures,Workplace Closures (OxBSG),Cancel public events (OxBSG),Restrictions on gatherings (OxBSG),Public information campaigns (OxBSG),Stay at home requirements (OxBSG),Close public transport (OxBSG),Restrictions on internal movement (OxBSG),International travel controls (OxBSG),Testing policy (OxBSG),Contact tracing (OxBSG),"Government Response Stringency Index ((0 to 100, 100 = strictest))"
11-05-20,Viet Nam,WPRO,0,288,0,0,11-05-20,288,0,0,0,2.959,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
12-05-20,Viet Nam,WPRO,0,288,0,0,12-05-20,288,0,0,0,2.959,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
13-05-20,Viet Nam,WPRO,0,288,0,0,13-05-20,288,0,0,0,2.959,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
14-05-20,Viet Nam,WPRO,0,288,0,0,14-05-20,288,0,0,0,2.959,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
15-05-20,Viet Nam,WPRO,0,288,0,0,15-05-20,312,24,0,0,3.205,0.247,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
16-05-20,Viet Nam,WPRO,30,318,0,0,16-05-20,313,1,0,0,3.216,0.01,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
17-05-20,Viet Nam,WPRO,0,318,0,0,17-05-20,318,5,0,0,3.267,0.051,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
18-05-20,Viet Nam,WPRO,2,320,0,0,18-05-20,320,2,0,0,3.287,0.021,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
19-05-20,Viet Nam,WPRO,4,324,0,0,19-05-20,324,4,0,0,3.329,0.041,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
20-05-20,Viet Nam,WPRO,0,324,0,0,20-05-20,324,0,0,0,3.329,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
21-05-20,Viet Nam,WPRO,0,324,0,0,21-05-20,324,0,0,0,3.329,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
22-05-20,Viet Nam,WPRO,0,324,0,0,22-05-20,324,0,0,0,3.329,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
23-05-20,Viet Nam,WPRO,0,324,0,0,23-05-20,324,0,0,0,3.329,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
24-05-20,Viet Nam,WPRO,1,325,0,0,24-05-20,324,0,0,0,3.329,0,0,0,,,,,,,,65.74,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,0,2,2,3,2,0,1,2,4,3,2,65.74
25-05-20,Viet Nam,WPRO,0,325,0,0,25-05-20,325,1,0,0,3.339,0.01,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
26-05-20,Viet Nam,WPRO,1,326,0,0,26-05-20,326,1,0,0,3.349,0.01,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
27-05-20,Viet Nam,WPRO,1,327,0,0,27-05-20,327,1,0,0,3.359,0.01,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
28-05-20,Viet Nam,WPRO,0,327,0,0,28-05-20,327,0,0,0,3.359,0,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
29-05-20,Viet Nam,WPRO,0,327,0,0,29-05-20,327,0,0,0,3.359,0,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
30-05-20,Viet Nam,WPRO,0,327,0,0,30-05-20,327,0,0,0,3.359,0,0,0,,,,,,,,,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,,,,,,,,2,,,,
