Date_repor,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,School closures,Workplace Closures (OxBSG),Cancel public events (OxBSG),Restrictions on gatherings (OxBSG),Public information campaigns (OxBSG),Stay at home requirements (OxBSG),Close public transport (OxBSG),Restrictions on internal movement (OxBSG),International travel controls (OxBSG),Contact tracing (OxBSG),Testing policy (OxBSG),"Government Response Stringency Index ((0 to 100, 100 = strictest))"
01-02-20,The United Kingdom,EURO,0,2,0,0,01-02-20,2,0,0,0,0.029,0,0,0,203,26,0.003,0,25,0,people tested,0,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,0,0,0,0,0,2,1,0
02-02-20,The United Kingdom,EURO,0,2,0,0,02-02-20,2,0,0,0,0.029,0,0,0,266,63,0.004,0.001,31,0,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
03-02-20,The United Kingdom,EURO,0,2,0,0,03-02-20,2,0,0,0,0.029,0,0,0,326,60,0.005,0.001,36,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
04-02-20,The United Kingdom,EURO,0,2,0,0,04-02-20,2,0,0,0,0.029,0,0,0,416,90,0.006,0.001,46,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
05-02-20,The United Kingdom,EURO,0,2,0,0,05-02-20,2,0,0,0,0.029,0,0,0,468,52,0.007,0.001,48,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
06-02-20,The United Kingdom,EURO,1,3,0,0,06-02-20,2,0,0,0,0.029,0,0,0,566,98,0.008,0.001,58,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
07-02-20,The United Kingdom,EURO,0,3,0,0,07-02-20,3,1,0,0,0.044,0.015,0,0,620,54,0.009,0.001,63,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
08-02-20,The United Kingdom,EURO,0,3,0,0,08-02-20,3,0,0,0,0.044,0,0,0,686,66,0.01,0.001,69,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
09-02-20,The United Kingdom,EURO,1,4,0,0,09-02-20,4,1,0,0,0.059,0.015,0,0,795,109,0.012,0.002,76,0.001,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
10-02-20,The United Kingdom,EURO,4,8,0,0,10-02-20,4,0,0,0,0.059,0,0,0,1114,319,0.016,0.005,113,0.002,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
11-02-20,The United Kingdom,EURO,0,8,0,0,11-02-20,8,4,0,0,0.118,0.059,0,0,1358,244,0.02,0.004,135,0.002,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
12-02-20,The United Kingdom,EURO,1,9,0,0,12-02-20,8,0,0,0,0.118,0,0,0,1758,400,0.026,0.006,184,0.003,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
13-02-20,The United Kingdom,EURO,0,9,0,0,13-02-20,9,1,0,0,0.133,0.015,0,0,2521,763,0.037,0.011,279,0.004,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
14-02-20,The United Kingdom,EURO,0,9,0,0,14-02-20,9,0,0,0,0.133,0,0,0,2964,443,0.044,0.007,335,0.005,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
15-02-20,The United Kingdom,EURO,0,9,0,0,15-02-20,9,0,0,0,0.133,0,0,0,2992,28,0.044,0,329,0.005,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
16-02-20,The United Kingdom,EURO,0,9,0,0,16-02-20,9,0,0,0,0.133,0,0,0,3109,117,0.046,0.002,331,0.005,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
17-02-20,The United Kingdom,EURO,0,9,0,0,17-02-20,9,0,0,0,0.133,0,0,0,4501,1392,0.066,0.021,484,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
18-02-20,The United Kingdom,EURO,0,9,0,0,18-02-20,9,0,0,0,0.133,0,0,0,4916,415,0.072,0.006,508,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
19-02-20,The United Kingdom,EURO,0,9,0,0,19-02-20,9,0,0,0,0.133,0,0,0,5207,291,0.077,0.004,493,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
20-02-20,The United Kingdom,EURO,0,9,0,0,20-02-20,9,0,0,0,0.133,0,0,0,5549,342,0.082,0.005,433,0.006,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
21-02-20,The United Kingdom,EURO,0,9,0,0,21-02-20,9,0,0,0,0.133,0,0,0,5885,336,0.087,0.005,417,0.006,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
22-02-20,The United Kingdom,EURO,0,9,0,0,22-02-20,9,0,0,0,0.133,0,0,0,6152,267,0.091,0.004,451,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
23-02-20,The United Kingdom,EURO,4,13,0,0,23-02-20,9,0,0,0,0.133,0,0,0,6324,172,0.093,0.003,459,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
24-02-20,The United Kingdom,EURO,0,13,0,0,24-02-20,13,4,0,0,0.191,0.059,0,0,6536,212,0.096,0.003,291,0.004,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
25-02-20,The United Kingdom,EURO,0,13,0,0,25-02-20,13,0,0,0,0.191,0,0,0,6795,259,0.1,0.004,268,0.004,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
26-02-20,The United Kingdom,EURO,0,13,0,0,26-02-20,13,0,0,0,0.191,0,0,0,7132,337,0.105,0.005,275,0.004,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
27-02-20,The United Kingdom,EURO,3,16,0,0,27-02-20,13,0,0,0,0.191,0,0,0,7690,558,0.113,0.008,306,0.005,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
28-02-20,The United Kingdom,EURO,4,20,0,0,28-02-20,16,3,0,0,0.236,0.044,0,0,8986,1296,0.132,0.019,443,0.007,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
29-02-20,The United Kingdom,EURO,3,23,0,0,29-02-20,18,2,0,0,0.265,0.029,0,0,10483,1497,0.154,0.022,619,0.009,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
01-03-20,The United Kingdom,EURO,13,36,0,0,01-03-20,23,5,0,0,0.339,0.074,0,0,11750,1267,0.173,0.019,775,0.011,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
02-03-20,The United Kingdom,EURO,3,39,0,0,02-03-20,36,13,0,0,0.53,0.191,0,0,13525,1775,0.199,0.026,998,0.015,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
03-03-20,The United Kingdom,EURO,12,51,0,0,03-03-20,40,4,0,0,0.589,0.059,0,0,13911,386,0.205,0.006,1017,0.015,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
04-03-20,The United Kingdom,EURO,38,89,0,0,04-03-20,51,11,0,0,0.751,0.162,0,0,16659,2748,0.245,0.04,1361,0.02,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
05-03-20,The United Kingdom,EURO,29,118,0,0,05-03-20,85,34,0,0,1.252,0.501,0,0,18083,1424,0.266,0.021,1485,0.022,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
06-03-20,The United Kingdom,EURO,49,167,1,1,06-03-20,115,30,0,0,1.694,0.442,0,0,20338,2255,0.3,0.033,1622,0.024,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
07-03-20,The United Kingdom,EURO,43,210,1,2,07-03-20,163,48,1,1,2.401,0.707,0.015,0.015,21460,1122,0.316,0.017,1568,0.023,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
08-03-20,The United Kingdom,EURO,67,277,0,2,08-03-20,206,43,2,1,3.034,0.633,0.029,0.015,23513,2053,0.346,0.03,1680,0.025,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
09-03-20,The United Kingdom,EURO,46,323,1,3,09-03-20,273,67,2,0,4.021,0.987,0.029,0,24960,1447,0.368,0.021,1634,0.024,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
10-03-20,The United Kingdom,EURO,50,373,3,6,10-03-20,321,48,3,1,4.729,0.707,0.044,0.015,26261,1301,0.387,0.019,1764,0.026,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
11-03-20,The United Kingdom,EURO,87,460,0,6,11-03-20,373,52,7,4,5.495,0.766,0.103,0.059,27476,1215,0.405,0.018,1545,0.023,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,2,1,11.11
12-03-20,The United Kingdom,EURO,134,594,2,8,12-03-20,456,83,7,0,6.717,1.223,0.103,0,29764,2288,0.438,0.034,1669,0.025,people tested,11.11,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,0,0,0,0,2,0,0,0,0,0,1,11.11
